Expandable Memory Type,Secondary Camera Resolution,Charging Type,SIM Count,Secondary Camera,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Display Resolution,Colour Name,Display Type,Display Resolution Type,Operating System Version,Operating System,Voice Calling Capability,Fast Charging,Network Frequency Band,Processor Name,Number of Cores,Primary Camera Feature,Flash,Model Year,Network Type,Condition,Model Number,Model Name,Primary Camera (MP),Title,Price,Brand,Rating,Product Image,Product Link,Processor Speed,Product Weight,Operating System Number,Processor Number,What's In The Box,Glass Technology,Video Recording Resolution Type,Water/Dust Properties,Finish,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Refresh Rates,Sensor,Camera Type,Battery Type,Pixels Per Inch,Network,Audio Jack,Wireless
,,,Dual SIM,,4 GB,4000 mAh,,,,,,,,,,,,,,,,,,,,,,,,X8 Dual SIM Blue 4GB RAM 128GB 4G,EGP 4344.00 Inclusive of VAT,IKU,N/A,[],https://www.noon.com/egypt-en/x8-dual-sim-blue-4gb-ram-128gb-4g/ZBFEBA5001A2427E9D548Z/p/?o=zbfeba5001a2427e9d548z-1,,,,,,,,,,,,,,,,,,,,,
MicroSD,16 MP,Type-C,Dual SIM,16 - 31.9 MP,4 GB,5000 mAh,64 GB,International Version,6 in,Nano SIM,720x1600,Fancy Blue,IPS LCD,,,Android,,Yes,LTE,Snapdragon,Octa Core,Triple,LED,2020,4G,New,A53_4GB_64GB_Blue,A53,13+2+2 mp,A53 Dual SIM Fancy Blue 4GB RAM 64GB 4G LTE,EGP 6499.00 Inclusive of VAT,OPPO,4.5,"['https://f.nooncdn.com/p/v1603039913/N41193269A_1.jpg', 'https://f.nooncdn.com/p/v1686131965/N41193271A_1.jpg', 'https://f.nooncdn.com/p/v1603039914/N41193270A_1.jpg']",https://www.noon.com/egypt-en/a53-dual-sim-fancy-blue-4gb-ram-64gb-4g-lte/N41193271A/p/?o=f3b89aedd471ec6b,1.8 GHz,186 g,"10, ColorOS 7.2",SM4250,,Gorilla Glass,1080p@30fps,,,,,,256 GB,90Hz,"accelerometer, fingerprint_scanner, proximity_sensors",,,270,,,
,12 MP,Type-C,Dual SIM,12 - 15.9 MP,12 GB,4000 mAh,256 GB,Middle East Version,6.7 in,Nano SIM,,Mint,,,Android 14,Android,Yes,,GSM/LTE,,,,,2024,5G,New,"SM-F741BZSAMEA, SM-F741B, SM-F741B & SM-F741BLGAMEA",Flip 6,50 MP + 12 MP,Galaxy Z Flip 6 Dual SIM Mint 12GB RAM 256GB 5G With Galaxy Buds 3,EGP 50499.00 Inclusive of VAT,Samsung,N/A,[],https://www.noon.com/egypt-en/galaxy-z-flip-6-dual-sim-mint-12gb-ram-256gb-5g-with-galaxy-buds-3/N70106376V/p/?o=e1e0c8b98549882f,,,,,,,,,,,,,,,,,,,,,
,13 MP,,Dual SIM,12 - 15.9 MP,8 GB,5000 mAh,256 GB,Egypt Version,6.5 in,Nano SIM,,Yellow,,,,,,,,,,,,,,New,SM-A155FZYDMEA,A15,,Galaxy A15 Dual SIM Yellow 8GB RAM 256GB 4G - Egypt Version,EGP 8991.00 Inclusive of VAT,Samsung,N/A,[],https://www.noon.com/egypt-en/galaxy-a15-dual-sim-yellow-8gb-ram-256gb-4g-egypt-version/N70089605V/p/?o=e16acf2b5b38adde,,,,,,,,,,,,,,,,,,,,,
,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5000 mAh,256 GB,International Version,6.6 in,Nano SIM,1080x2400,Awesome Lime,Super AMOLED,,,Android,,Yes,,MediaTek Dimensity,Octa Core,Triple,LED,2023,5G,,Galaxy A34,Galaxy A34,48+8+5 MP,Galaxy A34 Dual Sim Awesome Lime 8GB RAM 256GB 5G - International Version,EGP 14430.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/v1687883524/N53395494A_1.jpg', 'https://f.nooncdn.com/p/v1687526414/N53395464A_1.jpg', 'https://f.nooncdn.com/p/v1687883598/N53395488A_1.jpg']",https://www.noon.com/egypt-en/galaxy-a34-dual-sim-awesome-lime-8gb-ram-256gb-5g-international-version/N53395464A/p/?o=c1b7644d7534adea,,,13,MT6877V,,,,,,,,,,90Hz,,,,,,,
MicroSD,8 MP,Micro USB,Dual SIM,8 - 11.9 MP,3 GB,5000 mAh,64 GB,International Version,6.5 in,Nano SIM,720x1600,Crystal Violet,IPS LCD,HD,,Android,,Yes,LTE,MediaTek Helio,Quad Core,Triple,LED,,,New,X6823,Smart 6 Plus,13,Smart 6 Plus Dual Sim Crystal Violet 3Gb 64Gb 4G Lte,EGP 4400.00 Inclusive of VAT,Infinix,4.3,"['https://f.nooncdn.com/p/v1671960851/N50136402A_1.jpg', 'https://f.nooncdn.com/p/v1671960852/N50136400A_1.jpg', 'https://f.nooncdn.com/p/v1671960852/N50256529A_1.jpg']",https://www.noon.com/egypt-en/smart-6-plus-dual-sim-crystal-violet-3gb-64gb-4g-lte/N50136400A/p/?o=de0e1e5b57cf518f,2 GHz,,10,G25,,Gorilla Glass,1080p,,,,,,512 GB,,"Accelerometer, gyroscope, fingerprint_scanner",,,,,,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,720x1612,Shadow Black,IPS LCD,Full HD,Android 12,Android,,Yes,GSM/LTE,,Octa Core,Dual,LED,2023,4G,,A662LM,A60S,8,A60S Dual SIM Shadow Black 4GB RAM 128GB 4G - Middle East Version,EGP 4100.00 Inclusive of VAT,ITEL,4.2,"['https://f.nooncdn.com/p/pnsku/N53420649A/45/_/1705844447/49dec8e2-dfb7-49b0-98ae-d3d6c86d2266.jpg', 'https://f.nooncdn.com/p/pnsku/N53436087A/45/_/1694672798/1a6d02ed-f1d7-45bf-b978-5ea106fbc0bd.jpg', 'https://f.nooncdn.com/p/pnsku/N53420650A/45/_/1697116022/c19ca3ea-0a51-438e-86e4-128283734074.jpg']",https://www.noon.com/egypt-en/a60s-dual-sim-shadow-black-4gb-ram-128gb-4g-middle-east-version/N53420650A/p/?o=c749fdfbab56a22f,1.7 GHz,195 g,8,Unisoc SC9863A1,,Gorilla Glass,,Water Proof and Dust Proof,,164 mm,8.4 mm,75.6 mm,256 GB,,,,,,,,
MicroSD,5 MP,Micro USB,Dual SIM,5 - 7.9 MP,3 GB,5000 mAh,64 GB,Middle East Version,6.71 in,Nano SIM,,Grey,IPS LCD,,Android 12,,,,,,Octa Core,,,,,,MZB0DJIEN / 22120RN86G,Redmi 12C,,Redmi 12C Dual SIM Graphite Gray 3GB RAM 64GB 4G - Middle East Version,EGP 4650.00 Inclusive of VAT,Xiaomi,4.2,[],https://www.noon.com/egypt-en/redmi-12c-dual-sim-graphite-gray-3gb-ram-64gb-4g-middle-east-version/N53430530A/p/?o=d30cdb4efa1fa3fb,,,12,MediaTek Helio G85 (12nm),,,,,,,,,,,,,,,,,
,,,Dual SIM,,4 GB,5000 mAh,128 GB,Middle East Version,6.6 in,Nano SIM,,Crystal Green,,,,,,,,,,,,,,New,X6525,Smart 8,,Smart 8 Dual SIM Crystal Green 4GB RAM 128GB 4G,EGP 4717.50 Inclusive of VAT,Infinix,5.0,"['https://f.nooncdn.com/p/pnsku/N70031434V/45/_/1703133156/6b212cb8-bcf8-4800-92e5-e6dcbbd86fa2.jpg', 'https://f.nooncdn.com/p/pnsku/N70031435V/45/_/1703133155/4ad01301-c018-4a0a-8245-0c1b043d5d19.jpg']",https://www.noon.com/egypt-en/smart-8-dual-sim-crystal-green-4gb-ram-128gb-4g/N70031434V/p/?o=ed7a1a1c3866530d,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,3 GB,5000 mAh,64 GB,International Version,6.52 in,Nano SIM,,Black,,,,,,,,,,,,,,,Redmi A2+,Redmi A2+,,Redmi A2+ Dual Sim Black 3GB RAM 64GB 4G - Global Version,EGP 4699.00 Inclusive of VAT,Xiaomi,4.0,[],https://www.noon.com/egypt-en/redmi-a2-dual-sim-black-3gb-ram-64gb-4g-global-version/N53425411A/p/?o=cbbfc1ac9054647f,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,6 GB,5000 mAh,128 GB,International Version,6.74 in,Nano SIM,,Midnight Black,,,,Android,,Supports 18W PD charging.,LTE,,Octa Core,Dual,Yes,,,New,2311DRN14I | 23106RN0DA,Redmi 13C,50,Redmi 13C Dual Sim Midnight Black 6Gb Ram 128Gb 4G - Global Version,EGP 5850.00 Inclusive of VAT,Xiaomi,4.3,[],https://www.noon.com/egypt-en/redmi-13c-dual-sim-midnight-black-6gb-ram-128gb-4g-global-version/N70026397V/p/?o=c7a8395738cbfcea,2 GHz,,13,,,Gorilla Glass,"1080p@30fps, 720p@30fps",,,,,,1 TB,,"Virtual proximity sensor, Ambient light sensor, Accelerometer",,,,,,4G/3G/Wireless/Bluetooth
,,,Dual SIM,,8 GB,5000 mAh,128 GB,International Version,6.67 in,Nano SIM,,Sunrise Gold,,,,,,,,,,,,,,,23021RAAEG,Redmi Note 12,,Redmi Note 12 Dual SIM Sunrise Gold 8GB RAM 128GB 4G - Global Version,EGP 9299.00 Inclusive of VAT,Xiaomi,4.4,"['https://f.nooncdn.com/p/v1687265304/N53364559A_1.jpg', 'https://f.nooncdn.com/p/v1687265305/N53364543A_1.jpg', 'https://f.nooncdn.com/p/v1687265305/N53364542A_1.jpg', 'https://f.nooncdn.com/p/v1689836534/N53421307A_1.jpg']",https://www.noon.com/egypt-en/redmi-note-12-dual-sim-sunrise-gold-8gb-ram-128gb-4g-global-version/N53421307A/p/?o=f742ba152bbc865a,,,,,,,,,,,,,,,,,,,,,
,32 MP,Type-C,Dual SIM,32 MP & Above,16 GB,5400 mAh,512 GB,International Version,6.82 in,Nano + eSIM,,Silky Black,,,,,Yes,,,Qualcomm Snapdragon,,Triple,,2023,5G,New,"OnePlus 12 - CPH2573, CPH2581",OnePlus 12,50+64+48,12 Dual Sim Silky Black 16GB RAM 512GB 5G- International Version,EGP 37950.00 Inclusive of VAT,OnePlus,4.2,"['https://f.nooncdn.com/p/pnsku/N70042232V/45/_/1706692515/a41f5763-0aa0-4af2-956f-d88da29cc66f.jpg', 'https://f.nooncdn.com/p/pnsku/N70042230V/45/_/1706692513/9f562a55-218a-45a9-ac10-a1d5c81165ad.jpg']",https://www.noon.com/egypt-en/12-dual-sim-silky-black-16gb-ram-512gb-5g-international-version/N70042230V/p/?o=da024cdd20a9bb1e,,,,Snapdragon 8 Gen 2,,,,,,,,,,120Hz,,,,,,,
,,,Dual SIM,,8 GB,5000 mAh,128 GB,Egypt Version,6.6 in,Nano SIM,,Awesome Silver,,,,,,,,,,,,,,,Galaxy A34,Galaxy A34,,Galaxy A34 Dual Sim Awesome Silver 8GB RAM 128GB 5G - Egypt Version,EGP 12099.00 Inclusive of VAT,Samsung,N/A,[],https://www.noon.com/egypt-en/galaxy-a34-dual-sim-awesome-silver-8gb-ram-128gb-5g-egypt-version/N53415816A/p/?o=a586242d2350114c,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,8 GB,5000 mAh,128 GB,Middle East Version,6.6 in,Nano SIM,,Awesome Navy,,,,Android,,,,,,,,2023,5G,New,Galaxy A35,Galaxy A35,,Galaxy A35 Dual SIM Awesome Navy 8GB RAM 128GB 5G - Middle East Version with a free gift generic Air Puds Pro 2nd gen in Earbuds white,EGP 14660.00 Inclusive of VAT,Samsung,N/A,[],https://www.noon.com/egypt-en/galaxy-a35-dual-sim-awesome-navy-8gb-ram-128gb-5g-middle-east-version-with-a-free-gift-generic-air-puds-pro-2nd-gen-in-earbuds-white/N70106576V/p/?o=e792ec6bf5d876ec,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,,800 mAh,32 GB,,2.4 in,,,black/Orange,,,,,,,,,,,,,,,Uni X3,Uni X3,,Uni X3 2022 Dual Sim Black/orange 32MB 2G,EGP 550.00 Inclusive of VAT,unitronics,3.6,[],https://www.noon.com/egypt-en/uni-x3-2022-dual-sim-black-orange-32mb-2g/Z020E898DEFD04B7CCD0DZ/p/?o=z020e898defd04b7ccd0dz-1,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,4 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,,Light Green,,,,,,,,,,,,,,New,SM-A055FD / SM-A055F / SM-A055FLGGMEA,Galaxy A05,,Galaxy A05 Dual SIM Light Green 4GB RAM 128GB 4G LTE - Middle East Version,EGP 5699.00 Inclusive of VAT,Samsung,4.3,[],https://www.noon.com/egypt-en/galaxy-a05-dual-sim-light-green-4gb-ram-128gb-4g-lte-middle-east-version/N70029328V/p/?o=b06c5ef5b98bc8ae,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,12 GB,5000 mAh,512 GB,International Version,6.7 in,Nano SIM,,Space Brown,,,Android 14,Android,,,,,,,,,5G,New,Oppo Reno 12 Pro 5G,Oppo Reno 12 Pro 5G,,Oppo Reno 12 Pro Dual SIM Space Brown 12GB RAM 512GB 5G - International Version,EGP 25999.00 Inclusive of VAT,OPPO,N/A,[],https://www.noon.com/egypt-en/oppo-reno-12-pro-dual-sim-space-brown-12gb-ram-512gb-5g-international-version/N70099470V/p/?o=fa933631c0c9248b,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,6 GB,5000 mAh,128 GB,India Version,6.74 in,Nano SIM,,Clover Green/Starshine green,,,,,,,,,,,,2023,4G,,Redmi 13C,Redmi 13c,,Redmi 13C Dual Sim Clover Green/Starshine Green 6GB RAM 128GB 4G - India Version,EGP 5999.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-13c-dual-sim-clover-green-starshine-green-6gb-ram-128gb-4g-india-version/N70049145V/p/?o=d97853a95215b44b,,,,,,,,,,,,,,,,Primary Camera + Secondary Camera,,,,,
MicroSD,,Micro USB,Dual SIM,,32 MB,600 mAh,32 MB,Egypt Version,1.8 in,SIM (Standard),128x160,Blue,,,,,,,GSM,,,,LED,,,,s1-mini-Blue,s1-mini-Blue,,S1 Mini Dual Sim Blue 1.8 Inch 32 Mb Ram 32 Rom 2G Gsm,EGP 449.00 Inclusive of VAT,IKU,3.3,"['https://f.nooncdn.com/p/v1635010123/N51539614A_1.jpg', 'https://f.nooncdn.com/p/v1635010122/N51539611A_1.jpg', 'https://f.nooncdn.com/p/v1635010122/N51539612A_1.jpg', 'https://f.nooncdn.com/p/v1635010122/N51539613A_1.jpg']",https://www.noon.com/egypt-en/s1-mini-dual-sim-blue-1-8-inch-32-mb-ram-32-rom-2g-gsm/N51539611A/p/?o=c164820f78381c0e,,,,,,,,,,,,,16 GB,,,No Camera,,,2G,,
,13 MP,,Dual SIM,12 - 15.9 MP,6 GB,5000 mAh,128 GB,Egypt Version,6.5 in,Nano SIM,,Yellow,,,,,,,,,,,,,,New,SM-A155FZYDMEA,A15,,Galaxy A15 Dual SIM Yellow 6GB RAM 128GB 4G LTE - Egypt Version,EGP 7603.50 Inclusive of VAT,Samsung,N/A,[],https://www.noon.com/egypt-en/galaxy-a15-dual-sim-yellow-6gb-ram-128gb-4g-lte-egypt-version/N70089603V/p/?o=a4926f1aece916ba,,,,,,,,,,,,,,,,,,,,,
,13 MP,Type-C,Dual SIM,12 - 15.9 MP,6 GB,5030 mAh,128 GB,Middle East Version,6.79 in,Nano SIM,,Ocean Blue,,,Android 14,Android,Yes,,LTE,,,,,,4G,New,2404ARN45A,Redmi 13,108+2MP,Redmi 13 Dual SIM Ocean Blue 6GB RAM 128GB 4G - Middle East Version,EGP 6999.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-13-dual-sim-ocean-blue-6gb-ram-128gb-4g-middle-east-version/N70105379V/p/?o=efe8a8e0ff712f8e,,,,,,,,,,,,,,,,,,,,,
,,Micro USB,Dual SIM,,32 MB,600 mAh,32 MiB,,1.8 in,,,grey,,,,,,,,,,,,,,,IKU-S3-Grey,IKU-S3-Grey,,"IKU S3 Dual SIM, 1.8 Inches Display, 600 mAh Battery – Gray",EGP 569.00 Inclusive of VAT,IKU,2.1,[],https://www.noon.com/egypt-en/iku-s3-dual-sim-1-8-inches-display-600-mah-battery-gray/Z061AD69D735CDEA59DA2Z/p/?o=z061ad69d735cdea59da2z-1,,,,,,,,,,,,,,,,,,,,,
MicroSD,,Micro USB,Dual SIM,,3 GB,5000 mAh,64 GB,Middle East Version,6.71 in,Nano SIM,,Green,IPS LCD,,Android 12,Android,Yes,,LTE,MediaTek Helio,Octa Core,,LED,2023,4G,New,Redmi 12C,Redmi 12C,,Redmi 12C Dual SIM Mint Green 3GB RAM 64GB 4G-Middle East Version,EGP 4704.00 Inclusive of VAT,Xiaomi,N/A,[],https://www.noon.com/egypt-en/redmi-12c-dual-sim-mint-green-3gb-ram-64gb-4g-middle-east-version/N70015977V/p/?o=d360ed548045630b,2 GHz,,12,MediaTek Helio G85 (12nm),,,,,,,,,,60Hz,,,,,,,
MicroSD,5 MP,Micro USB,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,64 GB,International Version,6.5 in,Nano SIM,720x1600,Strip Black,,,,Android,,,,,Octa Core,,LED,,4G,,C30s,C30s,8MP,C30s Dual SIM Stripe Black 3GB RAM 64GB 4G - International Version,EGP 4300.00 Inclusive of VAT,realme,N/A,[],https://www.noon.com/egypt-en/c30s-dual-sim-stripe-black-3gb-ram-64gb-4g-international-version/N53421436A/p/?o=c04c91571838028d,1.6 GHz,,12,SC9863A,,,,,,,,,,,,,,,,,
No Expandable Memory,12 MP,Lightning Port,Dual SIM,12 - 15.9 MP,6 GB,2815 mAh,256 GB,International Version,6.1 in,Nano + eSIM,,Silver,OLED,,,iOS,,Yes,,Apple,Hexa Core,,,2020,5G,New,iPhone 12 Pro,iPhone 12 Pro,12+12+12MP,iPhone 12 Pro With FaceTime 256GB Silver 5G - International Version,EGP 34550.00 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/v1667913918/N41233393A_1.jpg', 'https://f.nooncdn.com/p/v1686205657/N41233383A_1.jpg', 'https://f.nooncdn.com/p/v1686131967/N41247235A_1.jpg', 'https://f.nooncdn.com/p/v1667913924/N41233424A_1.jpg']",https://www.noon.com/egypt-en/iphone-12-pro-with-facetime-256gb-silver-5g-international-version/N41233424A/p/?o=f1e9d1accde86caf,3.1 GHz,,,A14 Bionic,,,,,,,,,,60Hz,,,,460,,,
MicroSD,,Mini USB,Dual SIM,,4 MB,803 mAh,4 MB,Egypt Version,1.77 in,Micro SIM,128x160,Dark Gtey,TFT,,,,,Yes,GSM,,,,No Flash,,,,UNI-X1-Darkgrey,UNI-X1-Darkgrey-feature phones,,UNI X1 Dual SIM Dark Grey 4 Mb 32 Gigabyte Mobile Phone,EGP 450.00 Inclusive of VAT,unitronics,4.2,[],https://www.noon.com/egypt-en/uni-x1-dual-sim-dark-grey-4-mb-32-gigabyte-mobile-phone/N51325572A/p/?o=e6e23eda92520e8f,,,,,,,,,,,,,32 GB,,,Primary Camera,,,2G,,
,,,Dual SIM,,4 GB,5000 mAh,64 GB,,6.6 in,,,,,,,,,,,,,,,,,,,,,Smart 7 Dual SIM Coastal Green 4GB RAM 64GB 4G LTE,EGP 4040.00 Inclusive of VAT,Infinix,4.0,"['https://f.nooncdn.com/p/v1685707331/N53410832A_1.jpg', 'https://f.nooncdn.com/p/v1685707387/N53410833A_1.jpg', 'https://f.nooncdn.com/p/v1685700085/N53410717A_1.jpg', 'https://f.nooncdn.com/p/v1685709169/N53410864A_1.jpg']",https://www.noon.com/egypt-en/smart-7-dual-sim-coastal-green-4gb-ram-64gb-4g-lte/N53410832A/p/?o=cdf04c10eb970d2a,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,128 GB,5000 mAh,8 GB,Middle East Version,6.97 in,Nano SIM,,Black,,,,,,,,,,,,,,,REDMI 12,REDMI 12,,Xiaomi Redmi 12 8Gb Ram 128Gb Rom Midnight Black,EGP 7381.45 Inclusive of VAT,Xiaomi,3.0,[],https://www.noon.com/egypt-en/xiaomi-redmi-12-8gb-ram-128gb-rom-midnight-black/N53426409A/p/?o=d43e03a108ab2eeb,,,,,,,,,,,,,,,,,,,,,
,,Type-C,Dual SIM,,8 GB,5000 mAh,256 GB,Middle East Version,6.79 in,Nano SIM,,Silver,,,,Android,Yes,,GSM/LTE,MediaTek Helio,,,LED,2023,4G,New,Redmi 12,Redmi 12,,Redmi 12 Dual SIM Polar Silver 8GB RAM 256GB 4G-Middle East Version,EGP 8050.00 Inclusive of VAT,Xiaomi,4.6,[],https://www.noon.com/egypt-en/redmi-12-dual-sim-polar-silver-8gb-ram-256gb-4g-middle-east-version/N70015876V/p/?o=d502f39935e8c6ce,,,,MediaTek Helio G88(12nm),,,,,,,,,,90Hz,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.78 in,Nano SIM,1284x2778,Moonlight White,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,"5109BFWE, ELP-NX9",HONOR 200 Pro,50+50+12 Mp,200 Pro 5G Dual SIM Moon Light White 12GB RAM + 512GB - Middle East Version,EGP 29999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091785V/45/_/1720687160/8bb06ead-2f40-4675-9e7c-3bbabd3e4b3a.jpg', 'https://f.nooncdn.com/p/pnsku/N70091787V/45/_/1720687168/3c0d5687-c5c3-47eb-99b9-2ccdc42b96d7.jpg', 'https://f.nooncdn.com/p/pnsku/N70091786V/45/_/1720687158/d18e377d-e130-4654-9ea2-2177a0f1c995.jpg']",https://www.noon.com/egypt-en/200-pro-5g-dual-sim-moon-light-white-12gb-ram-512gb-middle-east-version/N70091787V/p/?o=d0a031108316558e,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Flowing Silver,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM 6GB RAM 256GB 4G - Flowing Silver, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5.0,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-flowing-silver-with-honor-x6-earbuds-white/N70070456V/p/?o=cd9c76eff4ef546b,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.7 in,Nano SIM,1284x2778,Emerald Green,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,"5109BFRH, ELI-NX9",HONOR 200,50+50+12 Mp,200 5G Dual SIM Emerald Green 12GB RAM + 512GB - Middle East Version,EGP 23999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091784V/45/_/1720705850/7ea1f2dc-3af4-4df9-b922-8d8cea3c1650.jpg', 'https://f.nooncdn.com/p/pnsku/N70091759V/45/_/1720705289/d6e81528-749e-4a49-8d40-ad08a34fbd6b.jpg', 'https://f.nooncdn.com/p/pnsku/N70091758V/45/_/1720705248/38f31355-99d7-4bc0-a78d-e688be2ceaf4.jpg']",https://www.noon.com/egypt-en/200-5g-dual-sim-emerald-green-12gb-ram-512gb-middle-east-version/N70091759V/p/?o=de2d311a05b6daea,,,,,,,,,,,,,,,,,,,,,
MicroSD,5 MP,Micro USB,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,International Version,6.71 in,Nano SIM,,Ocean Blue,IPS LCD,,Android 12,Android,,,LTE,,Octa Core,Dual,,2023,4G,New,MZB0DJEEN / 22120RN86G / 2212ARNC4L / 22120RN86C,Redmi 12C,50+0.8MP,Redmi 12C Dual SIM Ocean Blue 4GB RAM 128GB 4G - Global Version,EGP 5590.00 Inclusive of VAT,Xiaomi,4.3,"['https://f.nooncdn.com/p/v1687265330/N53385361A_1.jpg', 'https://f.nooncdn.com/p/v1687265332/N53385365A_1.jpg', 'https://f.nooncdn.com/p/v1687265328/N53385337A_1.jpg']",https://www.noon.com/egypt-en/redmi-12c-dual-sim-ocean-blue-4gb-ram-128gb-4g-global-version/N53385337A/p/?o=e1b9f9271793c60c,2 GHz,,12,MediaTek Helio G85 (12nm),,,,,,,,,1 TB,,,,,,,,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,720x1612,Glacier Green,IPS LCD,Full HD,Android 12,Android,,Yes,GSM/LTE,,Octa Core,Dual,LED,2023,4G,,A662LM,A60S,8,A60S Dual SIM Glacier Green 4GB RAM 128GB 4G - Middle East Version,EGP 4100.00 Inclusive of VAT,ITEL,4.1,"['https://f.nooncdn.com/p/pnsku/N53420649A/45/_/1705844447/49dec8e2-dfb7-49b0-98ae-d3d6c86d2266.jpg', 'https://f.nooncdn.com/p/pnsku/N53436087A/45/_/1694672798/1a6d02ed-f1d7-45bf-b978-5ea106fbc0bd.jpg', 'https://f.nooncdn.com/p/pnsku/N53420650A/45/_/1697116022/c19ca3ea-0a51-438e-86e4-128283734074.jpg']",https://www.noon.com/egypt-en/a60s-dual-sim-glacier-green-4gb-ram-128gb-4g-middle-east-version/N53420649A/p/?o=b21c3d3d04e2b6cd,1.7 GHz,195 g,8,Unisoc SC9863A1,,Gorilla Glass,,Water Proof and Dust Proof,,164 mm,8.4 mm,75.6 mm,256 GB,,,,,,,,
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Midnight Black,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM 6GB RAM 256GB 4G - Midnight Black, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5.0,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-midnight-black-with-honor-x6-earbuds-white/N70070455V/p/?o=acec4395fb86acad,,,,,,,,,,,,,,,,,,,,,
